Device Name,D2 - 2635257,,,,,,,,,,,
Device Model,Kestrel DROP 2,,,,,,,,,,,
Serial Number,2635257,,,,,,,,,,,
FORMATTED DATE_TIME,Temperature,Relative Humidity,Heat Index,Dew Point,Data Type,Record name,Start time,Duration (H:M:S),Location description,Location address,Location coordinates,Notes
YYYY-MM-DD HH:MM:SS,°F,%,°F,°F,,,,,,,,
"Jul 29, 2021 / 4:49:30 AM",74.1,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 4:50:00 AM",74.2,44.2,72.5,51,point,,,,,,,
"Jul 29, 2021 / 4:50:30 AM",74.2,44.2,72.5,51,point,,,,,,,
"Jul 29, 2021 / 4:51:00 AM",74.1,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 4:51:30 AM",74.2,44.2,72.5,51,point,,,,,,,
"Jul 29, 2021 / 4:52:00 AM",74.2,44.2,72.5,51,point,,,,,,,
"Jul 29, 2021 / 4:52:30 AM",74.1,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 4:53:00 AM",74.1,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 4:53:30 AM",74.2,44.2,72.5,51,point,,,,,,,
"Jul 29, 2021 / 4:54:00 AM",74.1,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 4:54:30 AM",74.1,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 4:55:00 AM",74.1,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 4:55:30 AM",74.1,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 4:56:00 AM",74.1,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 4:56:30 AM",74.1,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 4:57:00 AM",74.1,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 4:57:30 AM",74.1,44.2,72.3,51,point,,,,,,,
"Jul 29, 2021 / 4:58:00 AM",74.1,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 4:58:30 AM",74.1,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 4:59:00 AM",74.1,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 4:59:30 AM",74,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:00:00 AM",74.2,44.2,72.5,51,point,,,,,,,
"Jul 29, 2021 / 5:00:30 AM",74.2,44.2,72.5,51,point,,,,,,,
"Jul 29, 2021 / 5:01:00 AM",74,44.2,72.3,50.8,point,,,,,,,
"Jul 29, 2021 / 5:01:30 AM",74.1,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:02:00 AM",74.1,44.2,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:02:30 AM",74.1,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:03:00 AM",74,44.2,72.3,50.8,point,,,,,,,
"Jul 29, 2021 / 5:03:30 AM",74.1,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:04:00 AM",74.1,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:04:30 AM",74.1,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:05:00 AM",74.1,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:05:30 AM",74,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:06:00 AM",74.1,44.2,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:06:30 AM",74.1,44.2,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:07:00 AM",74.1,44.2,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:07:30 AM",74.1,44.2,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:08:00 AM",74.1,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:08:30 AM",74.1,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:09:00 AM",74.1,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:09:30 AM",74.1,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:10:00 AM",74.1,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:10:30 AM",74.2,44.2,72.5,51,point,,,,,,,
"Jul 29, 2021 / 5:11:00 AM",74,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:11:30 AM",74.1,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:12:00 AM",74,44.2,72.3,50.8,point,,,,,,,
"Jul 29, 2021 / 5:12:30 AM",74,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:13:00 AM",74.2,44.2,72.5,51,point,,,,,,,
"Jul 29, 2021 / 5:13:30 AM",74.1,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:14:00 AM",74.1,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:14:30 AM",74.1,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:15:00 AM",74,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:15:30 AM",74.2,44.2,72.5,51,point,,,,,,,
"Jul 29, 2021 / 5:16:00 AM",74.1,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:16:30 AM",74,44.2,72.3,50.8,point,,,,,,,
"Jul 29, 2021 / 5:17:00 AM",74.1,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:17:30 AM",74.1,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:18:00 AM",74.2,44.2,72.5,51,point,,,,,,,
"Jul 29, 2021 / 5:18:30 AM",74,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:19:00 AM",74.1,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:19:30 AM",74.1,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:20:00 AM",74.1,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:20:30 AM",74,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:21:00 AM",74,44.2,72.3,50.8,point,,,,,,,
"Jul 29, 2021 / 5:21:30 AM",74,44.2,72.3,50.8,point,,,,,,,
"Jul 29, 2021 / 5:22:00 AM",74.1,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:22:30 AM",74,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:23:00 AM",74.1,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:23:30 AM",74.1,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:24:00 AM",74,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:24:30 AM",74,44.2,72.3,50.8,point,,,,,,,
"Jul 29, 2021 / 5:25:00 AM",74,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:25:30 AM",74.1,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:26:00 AM",74.1,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:26:30 AM",74.1,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:27:00 AM",74.1,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:27:30 AM",74,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:28:00 AM",74.1,44.3,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:28:30 AM",74,44.2,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:29:00 AM",74.1,44.2,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:29:30 AM",74.1,44.3,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:30:00 AM",74.1,44.3,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:30:30 AM",74.1,44.3,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:31:00 AM",74,44.3,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:31:30 AM",74,44.3,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:32:00 AM",74,44.3,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:32:30 AM",74.1,44.3,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:33:00 AM",74.1,44.3,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:33:30 AM",74.1,44.3,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:34:00 AM",74.1,44.3,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:34:30 AM",74.1,44.3,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:35:00 AM",74.1,44.3,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:35:30 AM",74,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:36:00 AM",74,44.3,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:36:30 AM",74,44.3,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:37:00 AM",74.1,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:37:30 AM",74.1,44.3,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:38:00 AM",74.1,44.3,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:38:30 AM",74.1,44.3,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:39:00 AM",74,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:39:30 AM",74.1,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:40:00 AM",74,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:40:30 AM",74.1,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:41:00 AM",74,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:41:30 AM",74,44.4,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:42:00 AM",74,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:46:00 AM",74.1,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:46:30 AM",74.1,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:47:00 AM",74.1,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:47:30 AM",74.1,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:48:00 AM",74,44.3,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:48:30 AM",74.1,44.3,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:49:00 AM",74,44.3,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:49:30 AM",74.1,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:50:00 AM",74,44.3,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:50:30 AM",74,44.3,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:51:00 AM",74,44.3,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:51:30 AM",74.1,44.3,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:52:00 AM",74,44.3,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:52:30 AM",74.1,44.3,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:53:00 AM",74,44.3,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:53:30 AM",74.1,44.3,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:54:00 AM",74.1,44.3,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:54:30 AM",74,44.3,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:55:00 AM",74.1,44.3,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:55:30 AM",74,44.3,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:56:00 AM",74.1,44.3,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:56:30 AM",74,44.3,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:57:00 AM",74,44.3,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:57:30 AM",74.1,44.3,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:58:00 AM",74,44.3,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:58:30 AM",74,44.3,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 5:59:00 AM",74.1,44.3,72.3,51,point,,,,,,,
"Jul 29, 2021 / 5:59:30 AM",74,44.3,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 6:00:00 AM",74.1,44.3,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:00:30 AM",74,44.3,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 6:01:00 AM",74.1,44.3,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:01:30 AM",74.1,44.3,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:02:00 AM",74,44.3,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 6:02:30 AM",74.1,44.3,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:03:00 AM",74,44.3,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 6:03:30 AM",74.1,44.3,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:04:00 AM",74,44.3,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 6:04:30 AM",74.1,44.3,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:05:00 AM",74.1,44.3,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:05:30 AM",74.1,44.3,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:06:00 AM",74,44.3,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 6:06:30 AM",74,44.3,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 6:07:00 AM",74,44.3,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:07:30 AM",74,44.3,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 6:08:00 AM",74,44.3,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:08:30 AM",74.1,44.3,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:09:00 AM",74,44.3,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:09:30 AM",74,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:10:00 AM",74,44.4,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 6:10:30 AM",74.1,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:11:00 AM",74,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:11:30 AM",74,44.4,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 6:12:00 AM",74.1,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:12:30 AM",74,44.4,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 6:13:00 AM",74,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:13:30 AM",74,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:14:00 AM",74.1,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:14:30 AM",74,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:15:00 AM",74.1,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:15:30 AM",74.1,44.4,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 6:16:00 AM",74,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:16:30 AM",74.1,44.4,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 6:17:00 AM",74.1,44.4,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 6:17:30 AM",74,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:18:00 AM",74,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:18:30 AM",74,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:19:00 AM",74.1,44.4,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 6:19:30 AM",74.1,44.4,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 6:20:00 AM",74.1,44.5,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 6:20:30 AM",74,44.5,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:21:00 AM",74,44.5,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:21:30 AM",74.1,44.5,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 6:22:00 AM",74.1,44.5,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 6:22:30 AM",74,44.5,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:23:00 AM",74.1,44.5,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 6:23:30 AM",74.1,44.5,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 6:24:00 AM",74,44.5,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:24:30 AM",74,44.5,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:25:00 AM",74.2,44.5,72.5,51.1,point,,,,,,,
"Jul 29, 2021 / 6:25:30 AM",74,44.5,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:26:00 AM",74,44.5,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:26:30 AM",74.1,44.5,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 6:27:00 AM",74.1,44.5,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 6:27:30 AM",74,44.5,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:28:00 AM",74,44.5,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:28:30 AM",74,44.5,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:29:00 AM",74,44.5,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:29:30 AM",74,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:30:00 AM",74.1,44.5,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 6:30:30 AM",74,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:31:00 AM",74.1,44.4,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 6:31:30 AM",74.1,44.4,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 6:32:00 AM",74,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:32:30 AM",74,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:33:00 AM",74.1,44.4,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 6:33:30 AM",74,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:34:00 AM",74.1,44.4,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 6:34:30 AM",74,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:35:00 AM",74,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:35:30 AM",74.1,44.4,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 6:36:00 AM",74,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:36:30 AM",74,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:37:00 AM",74,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:37:30 AM",74,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:38:00 AM",74,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:38:30 AM",74.1,44.4,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 6:39:00 AM",74,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:39:30 AM",74.1,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:40:00 AM",74.1,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:40:30 AM",74,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:41:00 AM",74,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:41:30 AM",74,44.4,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 6:42:00 AM",74.1,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:42:30 AM",74,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:43:00 AM",74,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:43:30 AM",74,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:44:00 AM",74,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:44:30 AM",74,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:45:00 AM",74.1,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:45:30 AM",74,44.4,72.3,50.9,point,,,,,,,
"Jul 29, 2021 / 6:46:00 AM",73.9,44.4,72.1,50.9,point,,,,,,,
"Jul 29, 2021 / 6:46:30 AM",74,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:47:00 AM",74,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:47:30 AM",74,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:48:00 AM",73.9,44.4,72.1,50.9,point,,,,,,,
"Jul 29, 2021 / 6:48:30 AM",74,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:49:00 AM",74,44.4,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:49:30 AM",74.1,44.4,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 6:50:00 AM",74,44.5,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:50:30 AM",74,44.5,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:51:00 AM",74,44.5,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:51:30 AM",74,44.5,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:52:00 AM",74,44.5,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 6:52:30 AM",74,44.5,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 6:53:00 AM",74,44.5,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:53:30 AM",74.1,44.5,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 6:54:00 AM",74,44.5,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 6:54:30 AM",74,44.5,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:55:00 AM",74,44.5,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 6:55:30 AM",74.1,44.5,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 6:56:00 AM",74.1,44.5,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 6:56:30 AM",74,44.5,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 6:57:00 AM",74,44.5,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:57:30 AM",74.1,44.5,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 6:58:00 AM",74.1,44.5,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 6:58:30 AM",74,44.5,72.3,51,point,,,,,,,
"Jul 29, 2021 / 6:59:00 AM",74.1,44.5,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 6:59:30 AM",74,44.5,72.3,51,point,,,,,,,
"Jul 29, 2021 / 7:00:00 AM",74.1,44.5,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 7:00:30 AM",74,44.5,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 7:01:00 AM",74,44.6,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 7:01:30 AM",74.1,44.6,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 7:02:00 AM",74,44.6,72.3,51,point,,,,,,,
"Jul 29, 2021 / 7:02:30 AM",74,44.6,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 7:03:00 AM",74,44.6,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 7:03:30 AM",74.1,44.6,72.3,51.2,point,,,,,,,
"Jul 29, 2021 / 7:04:00 AM",74,44.6,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 7:04:30 AM",74.1,44.6,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 7:05:00 AM",74,44.6,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 7:05:30 AM",74,44.6,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 7:06:00 AM",74,44.6,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 7:06:30 AM",74,44.6,72.3,51,point,,,,,,,
"Jul 29, 2021 / 7:07:00 AM",74,44.6,72.3,51,point,,,,,,,
"Jul 29, 2021 / 7:07:30 AM",74,44.6,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 7:08:00 AM",74.1,44.6,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 7:08:30 AM",74,44.6,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 7:09:00 AM",74,44.6,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 7:09:30 AM",74,44.6,72.3,51,point,,,,,,,
"Jul 29, 2021 / 7:10:00 AM",74,44.6,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 7:10:30 AM",74,44.6,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 7:11:00 AM",74,44.6,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 7:11:30 AM",74,44.5,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 7:12:00 AM",74,44.5,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 7:12:30 AM",74,44.5,72.3,51,point,,,,,,,
"Jul 29, 2021 / 7:13:00 AM",74,44.5,72.3,51,point,,,,,,,
"Jul 29, 2021 / 7:13:30 AM",74,44.5,72.3,51,point,,,,,,,
"Jul 29, 2021 / 7:14:00 AM",74.1,44.5,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 7:14:30 AM",74,44.5,72.3,51,point,,,,,,,
"Jul 29, 2021 / 7:15:00 AM",74,44.5,72.3,51,point,,,,,,,
"Jul 29, 2021 / 7:15:30 AM",74.1,44.5,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 7:16:00 AM",74,44.5,72.3,51,point,,,,,,,
"Jul 29, 2021 / 7:16:30 AM",74,44.5,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 7:17:00 AM",74.1,44.5,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 7:17:30 AM",74,44.5,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 7:18:00 AM",74,44.5,72.3,51,point,,,,,,,
"Jul 29, 2021 / 7:18:30 AM",74.1,44.5,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 7:19:00 AM",74,44.5,72.3,51,point,,,,,,,
"Jul 29, 2021 / 7:19:30 AM",74,44.5,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 7:20:00 AM",74.1,44.5,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 7:20:30 AM",74,44.5,72.3,51,point,,,,,,,
"Jul 29, 2021 / 7:21:00 AM",74,44.5,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 7:21:30 AM",74.1,44.5,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 7:22:00 AM",74,44.5,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 7:22:30 AM",74,44.5,72.3,51,point,,,,,,,
"Jul 29, 2021 / 7:23:00 AM",74,44.5,72.3,51,point,,,,,,,
"Jul 29, 2021 / 7:23:30 AM",74.1,44.5,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 7:24:00 AM",74.1,44.5,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 7:24:30 AM",74,44.5,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 7:25:00 AM",74.1,44.5,72.3,51.1,point,,,,,,,
"Jul 29, 2021 / 7:25:30 AM",74,44.5,72.3,51,point,,,,,,,
"Jul 29, 2021 / 7:26:00 AM",74,44.5,72.3,51,point,,,,,,,
